Date Created,Click Date,Cohort Day,Total Clicks,Clicks Today,Link,Hash,Admin/Lister
2017-04-21,2017-06-18,58,16,0,http://bit.ly/2plQvQN,2plQvQN,Admin
2017-05-11,2017-06-18,38,16,0,http://bit.ly/2r666Sq,2r666Sq,Lister
2017-04-21,2017-06-18,58,15,0,http://bit.ly/2pNfsVi,2pNfsVi,Lister
2017-05-24,2017-06-18,25,15,0,http://bit.ly/2qWoQnx,2qWoQnx,Admin
2017-05-19,2017-06-18,30,15,0,http://bit.ly/2pQUh5e,2pQUh5e,Admin
2017-05-01,2017-06-18,48,15,0,http://bit.ly/2pnZboP,2pnZboP,Lister
2017-05-02,2017-06-18,47,14,0,http://bit.ly/2qoUgW0,2qoUgW0,Lister
2017-05-03,2017-06-18,46,14,0,http://bit.ly/2qzKGwG,2qzKGwG,Lister
2017-05-01,2017-06-18,48,14,0,http://bit.ly/2pPp2XW,2pPp2XW,Lister
2017-05-27,2017-06-18,22,14,0,http://bit.ly/2r7ARGE,2r7ARGE,Admin
2017-05-05,2017-06-18,44,13,0,http://bit.ly/2qAGbEE,2qAGbEE,Admin
2017-05-22,2017-06-18,27,13,0,http://bit.ly/2q3MCkb,2q3MCkb,Lister
2017-04-11,2017-06-18,68,12,0,http://bit.ly/2oVzaxM,2oVzaxM,Lister
2017-06-08,2017-06-18,10,12,0,http://bit.ly/2rR8VYh,2rR8VYh,Admin
2017-05-05,2017-06-17,43,814,0,http://bit.ly/2qAqRZ1,2qAqRZ1,Lister
2017-05-30,2017-06-17,18,427,0,http://bit.ly/2qw2Umg,2qw2Umg,Admin
2017-04-27,2017-06-17,51,330,0,http://bit.ly/2pmhCZb,2pmhCZb,Admin
2017-04-11,2017-06-17,67,252,0,http://bit.ly/2oVMRgw,2oVMRgw,Admin
2017-05-02,2017-06-17,46,201,0,http://bit.ly/2qouOzy,2qouOzy,Admin
2017-04-11,2017-06-17,67,165,0,http://bit.ly/2oVu9pf,2oVu9pf,Admin
2017-06-06,2017-06-17,11,142,0,http://bit.ly/2rId5Bu,2rId5Bu,Admin
2017-05-30,2017-06-17,18,122,0,http://bit.ly/2rgBzBK,2rgBzBK,Admin
2017-05-16,2017-06-17,32,116,0,http://bit.ly/2qtOwb4,2qtOwb4,Admin
2017-06-07,2017-06-17,10,115,1,http://bit.ly/2rLN3gW,2rLN3gW,Admin
2017-05-24,2017-06-17,24,114,0,http://bit.ly/2qWG3NB,2qWG3NB,Lister
2017-04-10,2017-06-17,68,112,0,http://bit.ly/2oZdTD5,2oZdTD5,Admin
2017-05-30,2017-06-17,18,108,1,http://bit.ly/2rgc9Ej,2rgc9Ej,Admin
2017-04-06,2017-06-17,72,104,0,http://bit.ly/2oePuJ5,2oePuJ5,Lister
2017-04-27,2017-06-17,51,100,0,http://bit.ly/2pjZH5p,2pjZH5p,Admin
2017-04-10,2017-06-17,68,98,0,http://bit.ly/2onLVjZ,2onLVjZ,Admin
2017-04-22,2017-06-17,56,90,0,http://bit.ly/2q1B5h9,2q1B5h9,Lister
2017-06-19,2017-06-17,-2,88,0,http://bit.ly/2sqxbAw,2sqxbAw,Lister
2017-05-12,2017-06-17,36,83,0,http://bit.ly/2pq3Fg8,2pq3Fg8,Admin
2017-05-04,2017-06-17,44,77,0,http://bit.ly/2qvGfpk,2qvGfpk,Admin
2017-05-03,2017-06-17,45,75,0,http://bit.ly/2qFQ6p8,2qFQ6p8,Lister
2017-05-01,2017-06-17,47,71,0,http://bit.ly/2pvECVJ,2pvECVJ,Admin
2017-04-26,2017-06-17,52,70,0,http://bit.ly/2pj1RST,2pj1RST,Admin
2017-05-15,2017-06-17,33,69,0,http://bit.ly/2qkwHNw,2qkwHNw,Lister
2017-04-08,2017-06-17,70,69,0,http://bit.ly/2nOEPRk,2nOEPRk,Admin
2017-06-06,2017-06-17,11,66,0,http://bit.ly/2qYKHy5,2qYKHy5,Admin
2017-06-13,2017-06-17,4,65,0,http://bit.ly/2s6cyJQ,2s6cyJQ,Admin
2017-05-01,2017-06-17,47,63,0,http://bit.ly/2qpEKpE,2qpEKpE,Lister
2017-06-05,2017-06-17,12,62,0,http://bit.ly/2rCTwuf,2rCTwuf,Lister
2017-05-26,2017-06-17,22,57,0,http://bit.ly/2r1pWP1,2r1pWP1,Admin
2017-06-13,2017-06-17,4,57,8,http://bit.ly/2rmAr2J,2rmAr2J,Admin
2017-04-09,2017-06-17,69,57,0,http://bit.ly/2onBdKh,2onBdKh,Admin
2017-05-03,2017-06-17,45,56,0,http://bit.ly/2p9cqHc,2p9cqHc,Lister
2017-05-17,2017-06-17,31,52,0,http://bit.ly/2pIur3j,2pIur3j,Admin
2017-05-22,2017-06-17,26,52,0,http://bit.ly/2q0vfkr,2q0vfkr,Admin
2017-04-28,2017-06-17,50,50,0,http://bit.ly/2ptV76K,2ptV76K,Lister
2017-05-04,2017-06-17,44,50,0,http://bit.ly/2qIBR2F,2qIBR2F,Admin
2017-05-04,2017-06-17,44,48,0,http://bit.ly/2qwkm9p,2qwkm9p,Lister
2017-04-19,2017-06-17,59,47,0,http://bit.ly/2pRrKrV,2pRrKrV,Admin
2017-05-15,2017-06-17,33,44,0,http://bit.ly/2r9A7n6,2r9A7n6,Lister
2017-05-03,2017-06-17,45,43,0,http://bit.ly/2oYn9s8,2oYn9s8,Lister
2017-04-24,2017-06-17,54,43,0,http://bit.ly/2q7WzZF,2q7WzZF,Admin
2017-04-11,2017-06-17,67,41,0,http://bit.ly/2oUvsEK,2oUvsEK,Admin
2017-05-22,2017-06-17,26,39,0,http://bit.ly/2qPRCpM,2qPRCpM,Admin
2017-05-02,2017-06-17,46,38,0,http://bit.ly/2qoBldU,2qoBldU,Lister
2017-05-07,2017-06-17,41,38,0,http://bit.ly/2qG6HwK,2qG6HwK,Admin
2017-05-03,2017-06-17,45,38,0,http://bit.ly/2p6nbck,2p6nbck,Lister
2017-04-09,2017-06-17,69,37,0,http://bit.ly/2on37G4,2on37G4,Admin
2017-05-12,2017-06-17,36,37,0,http://bit.ly/2pseHRV,2pseHRV,Admin
2017-05-15,2017-06-17,33,35,0,http://bit.ly/2qoHNyZ,2qoHNyZ,Admin
2017-05-11,2017-06-17,37,34,0,http://bit.ly/2qw0iUV,2qw0iUV,Lister
2017-05-01,2017-06-17,47,33,0,http://bit.ly/2qlotFa,2qlotFa,Lister
2017-05-24,2017-06-17,24,31,0,http://bit.ly/2qWx5A8,2qWx5A8,Admin
2017-04-25,2017-06-17,53,30,0,http://bit.ly/2q2QtNH,2q2QtNH,Lister
2017-05-10,2017-06-17,38,29,0,http://bit.ly/2pwGZpE,2pwGZpE,Lister
2017-05-26,2017-06-17,22,29,0,http://bit.ly/2r49FZt,2r49FZt,Admin
2017-04-19,2017-06-17,59,27,0,http://bit.ly/2pDeKXI,2pDeKXI,Lister
2017-05-04,2017-06-17,44,27,0,http://bit.ly/2qEsUbJ,2qEsUbJ,Lister
2017-05-01,2017-06-17,47,26,0,http://bit.ly/2pPwQcj,2pPwQcj,Lister
2017-05-04,2017-06-17,44,26,0,http://bit.ly/2qvyTSX,2qvyTSX,Lister
2017-04-11,2017-06-17,67,26,0,http://bit.ly/2oVNqXB,2oVNqXB,Admin
2017-05-05,2017-06-17,43,25,0,http://bit.ly/2qJrmx2,2qJrmx2,Lister
2017-05-22,2017-06-17,26,24,0,http://bit.ly/2q3EwZ3,2q3EwZ3,Admin
2017-04-10,2017-06-17,68,24,0,http://bit.ly/2onNgXQ,2onNgXQ,Admin
2017-04-28,2017-06-17,50,24,0,http://bit.ly/2oQsw7N,2oQsw7N,Lister
2017-06-16,2017-06-17,1,24,3,http://bit.ly/2shcVl2,2shcVl2,Admin
2017-05-02,2017-06-17,46,23,0,http://bit.ly/2qn1dGR,2qn1dGR,Lister
2017-04-29,2017-06-17,49,23,0,http://bit.ly/2qiYIm1,2qiYIm1,Lister
2017-05-26,2017-06-17,22,23,0,http://bit.ly/2r1Nvaf,2r1Nvaf,Admin
2017-05-18,2017-06-17,30,22,0,http://bit.ly/2pQbWKo,2pQbWKo,Admin
2017-05-04,2017-06-17,44,22,0,http://bit.ly/2pa7st4,2pa7st4,Lister
2017-05-17,2017-06-17,31,22,0,http://bit.ly/2pL7pZH,2pL7pZH,Admin
2017-05-17,2017-06-17,31,21,0,http://bit.ly/2pIrMqB,2pIrMqB,Admin
2017-04-19,2017-06-17,59,21,0,http://bit.ly/2pCXsNi,2pCXsNi,Lister
2017-05-11,2017-06-17,37,21,0,http://bit.ly/2potRIb,2potRIb,Lister
2017-05-10,2017-06-17,38,21,0,http://bit.ly/2qTdIud,2qTdIud,Admin
2017-05-02,2017-06-17,46,20,0,http://bit.ly/2pC6Car,2pC6Car,Admin
2017-05-05,2017-06-17,43,20,0,http://bit.ly/2qAXLbF,2qAXLbF,Lister
2017-05-05,2017-06-17,43,20,0,http://bit.ly/2q8b3N6,2q8b3N6,Lister
2017-05-12,2017-06-17,36,19,0,http://bit.ly/2pstrR3,2pstrR3,Lister
2017-05-12,2017-06-17,36,19,0,http://bit.ly/2qcWu8i,2qcWu8i,Lister
2017-05-31,2017-06-17,17,19,0,http://bit.ly/2qBwCpU,2qBwCpU,Admin
2017-04-27,2017-06-17,51,18,0,http://bit.ly/2p5IYUT,2p5IYUT,Lister
2017-05-12,2017-06-17,36,17,0,http://bit.ly/2pstso5,2pstso5,Admin
2017-06-19,2017-06-17,-2,16,0,http://bit.ly/2sqqePX,2sqqePX,Admin
2017-06-13,2017-06-17,4,16,0,http://bit.ly/2rmzzei,2rmzzei,Admin
2017-04-21,2017-06-17,57,16,0,http://bit.ly/2plQvQN,2plQvQN,Admin
2017-05-11,2017-06-17,37,16,0,http://bit.ly/2r666Sq,2r666Sq,Lister
2017-04-21,2017-06-17,57,15,0,http://bit.ly/2pNfsVi,2pNfsVi,Lister
2017-05-24,2017-06-17,24,15,0,http://bit.ly/2qWoQnx,2qWoQnx,Admin
2017-05-19,2017-06-17,29,15,0,http://bit.ly/2pQUh5e,2pQUh5e,Admin
2017-05-01,2017-06-17,47,15,0,http://bit.ly/2pnZboP,2pnZboP,Lister
2017-05-02,2017-06-17,46,14,0,http://bit.ly/2qoUgW0,2qoUgW0,Lister
2017-05-03,2017-06-17,45,14,0,http://bit.ly/2qzKGwG,2qzKGwG,Lister
2017-05-01,2017-06-17,47,14,0,http://bit.ly/2pPp2XW,2pPp2XW,Lister
2017-05-27,2017-06-17,21,14,0,http://bit.ly/2r7ARGE,2r7ARGE,Admin
2017-05-05,2017-06-17,43,13,0,http://bit.ly/2qAGbEE,2qAGbEE,Admin
2017-05-22,2017-06-17,26,13,0,http://bit.ly/2q3MCkb,2q3MCkb,Lister
2017-04-11,2017-06-17,67,12,0,http://bit.ly/2oVzaxM,2oVzaxM,Lister
2017-06-08,2017-06-17,9,12,0,http://bit.ly/2rR8VYh,2rR8VYh,Admin
2017-05-05,2017-06-16,42,814,2,http://bit.ly/2qAqRZ1,2qAqRZ1,Lister
2017-05-30,2017-06-16,17,427,2,http://bit.ly/2qw2Umg,2qw2Umg,Admin
2017-04-27,2017-06-16,50,330,0,http://bit.ly/2pmhCZb,2pmhCZb,Admin
2017-04-11,2017-06-16,66,252,0,http://bit.ly/2oVMRgw,2oVMRgw,Admin
2017-05-02,2017-06-16,45,201,1,http://bit.ly/2qouOzy,2qouOzy,Admin
2017-04-11,2017-06-16,66,165,0,http://bit.ly/2oVu9pf,2oVu9pf,Admin
2017-06-06,2017-06-16,10,142,1,http://bit.ly/2rId5Bu,2rId5Bu,Admin
2017-05-30,2017-06-16,17,122,0,http://bit.ly/2rgBzBK,2rgBzBK,Admin
2017-05-16,2017-06-16,31,116,0,http://bit.ly/2qtOwb4,2qtOwb4,Admin
2017-06-07,2017-06-16,9,115,2,http://bit.ly/2rLN3gW,2rLN3gW,Admin
2017-05-24,2017-06-16,23,114,0,http://bit.ly/2qWG3NB,2qWG3NB,Lister
2017-04-10,2017-06-16,67,112,0,http://bit.ly/2oZdTD5,2oZdTD5,Admin
2017-05-30,2017-06-16,17,108,2,http://bit.ly/2rgc9Ej,2rgc9Ej,Admin
2017-04-06,2017-06-16,71,104,0,http://bit.ly/2oePuJ5,2oePuJ5,Lister
2017-04-27,2017-06-16,50,100,0,http://bit.ly/2pjZH5p,2pjZH5p,Admin
2017-04-10,2017-06-16,67,98,0,http://bit.ly/2onLVjZ,2onLVjZ,Admin
2017-04-22,2017-06-16,55,90,1,http://bit.ly/2q1B5h9,2q1B5h9,Lister
2017-06-19,2017-06-16,-3,88,0,http://bit.ly/2sqxbAw,2sqxbAw,Lister
2017-05-12,2017-06-16,35,83,0,http://bit.ly/2pq3Fg8,2pq3Fg8,Admin
2017-05-04,2017-06-16,43,77,1,http://bit.ly/2qvGfpk,2qvGfpk,Admin
2017-05-03,2017-06-16,44,75,0,http://bit.ly/2qFQ6p8,2qFQ6p8,Lister
2017-05-01,2017-06-16,46,71,1,http://bit.ly/2pvECVJ,2pvECVJ,Admin
2017-04-26,2017-06-16,51,70,0,http://bit.ly/2pj1RST,2pj1RST,Admin
2017-05-15,2017-06-16,32,69,0,http://bit.ly/2qkwHNw,2qkwHNw,Lister
2017-04-08,2017-06-16,69,69,0,http://bit.ly/2nOEPRk,2nOEPRk,Admin
2017-06-06,2017-06-16,10,66,0,http://bit.ly/2qYKHy5,2qYKHy5,Admin
2017-06-13,2017-06-16,3,65,1,http://bit.ly/2s6cyJQ,2s6cyJQ,Admin
2017-05-01,2017-06-16,46,63,0,http://bit.ly/2qpEKpE,2qpEKpE,Lister
2017-06-05,2017-06-16,11,62,2,http://bit.ly/2rCTwuf,2rCTwuf,Lister
2017-05-26,2017-06-16,21,57,0,http://bit.ly/2r1pWP1,2r1pWP1,Admin
2017-06-13,2017-06-16,3,57,20,http://bit.ly/2rmAr2J,2rmAr2J,Admin
2017-04-09,2017-06-16,68,57,0,http://bit.ly/2onBdKh,2onBdKh,Admin
2017-05-03,2017-06-16,44,56,0,http://bit.ly/2p9cqHc,2p9cqHc,Lister
2017-05-17,2017-06-16,30,52,0,http://bit.ly/2pIur3j,2pIur3j,Admin
2017-05-22,2017-06-16,25,52,0,http://bit.ly/2q0vfkr,2q0vfkr,Admin
2017-04-28,2017-06-16,49,50,0,http://bit.ly/2ptV76K,2ptV76K,Lister
2017-05-04,2017-06-16,43,50,0,http://bit.ly/2qIBR2F,2qIBR2F,Admin
2017-05-04,2017-06-16,43,48,0,http://bit.ly/2qwkm9p,2qwkm9p,Lister
2017-04-19,2017-06-16,58,47,0,http://bit.ly/2pRrKrV,2pRrKrV,Admin
2017-05-15,2017-06-16,32,44,0,http://bit.ly/2r9A7n6,2r9A7n6,Lister
2017-05-03,2017-06-16,44,43,0,http://bit.ly/2oYn9s8,2oYn9s8,Lister
2017-04-24,2017-06-16,53,43,0,http://bit.ly/2q7WzZF,2q7WzZF,Admin
2017-04-11,2017-06-16,66,41,0,http://bit.ly/2oUvsEK,2oUvsEK,Admin
2017-05-22,2017-06-16,25,39,0,http://bit.ly/2qPRCpM,2qPRCpM,Admin
2017-05-02,2017-06-16,45,38,0,http://bit.ly/2qoBldU,2qoBldU,Lister
2017-05-07,2017-06-16,40,38,0,http://bit.ly/2qG6HwK,2qG6HwK,Admin
2017-05-03,2017-06-16,44,38,0,http://bit.ly/2p6nbck,2p6nbck,Lister
2017-04-09,2017-06-16,68,37,1,http://bit.ly/2on37G4,2on37G4,Admin
2017-05-12,2017-06-16,35,37,0,http://bit.ly/2pseHRV,2pseHRV,Admin
2017-05-15,2017-06-16,32,35,0,http://bit.ly/2qoHNyZ,2qoHNyZ,Admin
2017-05-11,2017-06-16,36,34,0,http://bit.ly/2qw0iUV,2qw0iUV,Lister
2017-05-01,2017-06-16,46,33,0,http://bit.ly/2qlotFa,2qlotFa,Lister
2017-05-24,2017-06-16,23,31,0,http://bit.ly/2qWx5A8,2qWx5A8,Admin
2017-04-25,2017-06-16,52,30,0,http://bit.ly/2q2QtNH,2q2QtNH,Lister
2017-05-10,2017-06-16,37,29,0,http://bit.ly/2pwGZpE,2pwGZpE,Lister
2017-05-26,2017-06-16,21,29,1,http://bit.ly/2r49FZt,2r49FZt,Admin
2017-04-19,2017-06-16,58,27,0,http://bit.ly/2pDeKXI,2pDeKXI,Lister
2017-05-04,2017-06-16,43,27,0,http://bit.ly/2qEsUbJ,2qEsUbJ,Lister
2017-05-01,2017-06-16,46,26,0,http://bit.ly/2pPwQcj,2pPwQcj,Lister
2017-05-04,2017-06-16,43,26,0,http://bit.ly/2qvyTSX,2qvyTSX,Lister
2017-04-11,2017-06-16,66,26,0,http://bit.ly/2oVNqXB,2oVNqXB,Admin
2017-05-05,2017-06-16,42,25,0,http://bit.ly/2qJrmx2,2qJrmx2,Lister
2017-05-22,2017-06-16,25,24,0,http://bit.ly/2q3EwZ3,2q3EwZ3,Admin
2017-04-10,2017-06-16,67,24,0,http://bit.ly/2onNgXQ,2onNgXQ,Admin
2017-04-28,2017-06-16,49,24,0,http://bit.ly/2oQsw7N,2oQsw7N,Lister
2017-06-16,2017-06-16,0,24,15,http://bit.ly/2shcVl2,2shcVl2,Admin
2017-05-02,2017-06-16,45,23,0,http://bit.ly/2qn1dGR,2qn1dGR,Lister
2017-04-29,2017-06-16,48,23,0,http://bit.ly/2qiYIm1,2qiYIm1,Lister
2017-05-26,2017-06-16,21,23,0,http://bit.ly/2r1Nvaf,2r1Nvaf,Admin
2017-05-18,2017-06-16,29,22,0,http://bit.ly/2pQbWKo,2pQbWKo,Admin
2017-05-04,2017-06-16,43,22,0,http://bit.ly/2pa7st4,2pa7st4,Lister
2017-05-17,2017-06-16,30,22,0,http://bit.ly/2pL7pZH,2pL7pZH,Admin
2017-05-17,2017-06-16,30,21,0,http://bit.ly/2pIrMqB,2pIrMqB,Admin
2017-04-19,2017-06-16,58,21,0,http://bit.ly/2pCXsNi,2pCXsNi,Lister
2017-05-11,2017-06-16,36,21,0,http://bit.ly/2potRIb,2potRIb,Lister
2017-05-10,2017-06-16,37,21,0,http://bit.ly/2qTdIud,2qTdIud,Admin
2017-05-02,2017-06-16,45,20,0,http://bit.ly/2pC6Car,2pC6Car,Admin
2017-05-05,2017-06-16,42,20,0,http://bit.ly/2qAXLbF,2qAXLbF,Lister
2017-05-05,2017-06-16,42,20,0,http://bit.ly/2q8b3N6,2q8b3N6,Lister
2017-05-12,2017-06-16,35,19,1,http://bit.ly/2pstrR3,2pstrR3,Lister
2017-05-12,2017-06-16,35,19,0,http://bit.ly/2qcWu8i,2qcWu8i,Lister
2017-05-31,2017-06-16,16,19,0,http://bit.ly/2qBwCpU,2qBwCpU,Admin
2017-04-27,2017-06-16,50,18,0,http://bit.ly/2p5IYUT,2p5IYUT,Lister
2017-05-12,2017-06-16,35,17,0,http://bit.ly/2pstso5,2pstso5,Admin
2017-06-19,2017-06-16,-3,16,0,http://bit.ly/2sqqePX,2sqqePX,Admin
2017-06-13,2017-06-16,3,16,0,http://bit.ly/2rmzzei,2rmzzei,Admin
2017-04-21,2017-06-16,56,16,0,http://bit.ly/2plQvQN,2plQvQN,Admin
2017-05-11,2017-06-16,36,16,0,http://bit.ly/2r666Sq,2r666Sq,Lister
2017-04-21,2017-06-16,56,15,0,http://bit.ly/2pNfsVi,2pNfsVi,Lister
2017-05-24,2017-06-16,23,15,0,http://bit.ly/2qWoQnx,2qWoQnx,Admin
2017-05-19,2017-06-16,28,15,0,http://bit.ly/2pQUh5e,2pQUh5e,Admin
2017-05-01,2017-06-16,46,15,0,http://bit.ly/2pnZboP,2pnZboP,Lister
2017-05-02,2017-06-16,45,14,0,http://bit.ly/2qoUgW0,2qoUgW0,Lister
2017-05-03,2017-06-16,44,14,0,http://bit.ly/2qzKGwG,2qzKGwG,Lister
2017-05-01,2017-06-16,46,14,0,http://bit.ly/2pPp2XW,2pPp2XW,Lister
2017-05-27,2017-06-16,20,14,0,http://bit.ly/2r7ARGE,2r7ARGE,Admin
2017-05-05,2017-06-16,42,13,0,http://bit.ly/2qAGbEE,2qAGbEE,Admin
2017-05-22,2017-06-16,25,13,0,http://bit.ly/2q3MCkb,2q3MCkb,Lister
2017-04-11,2017-06-16,66,12,0,http://bit.ly/2oVzaxM,2oVzaxM,Lister
2017-06-08,2017-06-16,8,12,1,http://bit.ly/2rR8VYh,2rR8VYh,Admin
2017-05-05,2017-06-15,41,814,2,http://bit.ly/2qAqRZ1,2qAqRZ1,Lister
2017-05-30,2017-06-15,16,427,0,http://bit.ly/2qw2Umg,2qw2Umg,Admin
2017-04-27,2017-06-15,49,330,0,http://bit.ly/2pmhCZb,2pmhCZb,Admin
2017-04-11,2017-06-15,65,252,0,http://bit.ly/2oVMRgw,2oVMRgw,Admin
2017-05-02,2017-06-15,44,201,0,http://bit.ly/2qouOzy,2qouOzy,Admin
2017-04-11,2017-06-15,65,165,0,http://bit.ly/2oVu9pf,2oVu9pf,Admin
2017-06-06,2017-06-15,9,142,2,http://bit.ly/2rId5Bu,2rId5Bu,Admin
2017-05-30,2017-06-15,16,122,3,http://bit.ly/2rgBzBK,2rgBzBK,Admin
2017-05-16,2017-06-15,30,116,1,http://bit.ly/2qtOwb4,2qtOwb4,Admin
2017-06-07,2017-06-15,8,115,1,http://bit.ly/2rLN3gW,2rLN3gW,Admin
2017-05-24,2017-06-15,22,114,0,http://bit.ly/2qWG3NB,2qWG3NB,Lister
2017-04-10,2017-06-15,66,112,0,http://bit.ly/2oZdTD5,2oZdTD5,Admin
2017-05-30,2017-06-15,16,108,10,http://bit.ly/2rgc9Ej,2rgc9Ej,Admin
2017-04-06,2017-06-15,70,104,0,http://bit.ly/2oePuJ5,2oePuJ5,Lister
2017-04-27,2017-06-15,49,100,0,http://bit.ly/2pjZH5p,2pjZH5p,Admin
2017-04-10,2017-06-15,66,98,0,http://bit.ly/2onLVjZ,2onLVjZ,Admin
2017-04-22,2017-06-15,54,90,0,http://bit.ly/2q1B5h9,2q1B5h9,Lister
2017-06-19,2017-06-15,-4,88,0,http://bit.ly/2sqxbAw,2sqxbAw,Lister
2017-05-12,2017-06-15,34,83,0,http://bit.ly/2pq3Fg8,2pq3Fg8,Admin
2017-05-04,2017-06-15,42,77,0,http://bit.ly/2qvGfpk,2qvGfpk,Admin
2017-05-03,2017-06-15,43,75,0,http://bit.ly/2qFQ6p8,2qFQ6p8,Lister
2017-05-01,2017-06-15,45,71,0,http://bit.ly/2pvECVJ,2pvECVJ,Admin
2017-04-26,2017-06-15,50,70,0,http://bit.ly/2pj1RST,2pj1RST,Admin
2017-05-15,2017-06-15,31,69,0,http://bit.ly/2qkwHNw,2qkwHNw,Lister
2017-04-08,2017-06-15,68,69,0,http://bit.ly/2nOEPRk,2nOEPRk,Admin
2017-06-06,2017-06-15,9,66,1,http://bit.ly/2qYKHy5,2qYKHy5,Admin
2017-06-13,2017-06-15,2,65,0,http://bit.ly/2s6cyJQ,2s6cyJQ,Admin
2017-05-01,2017-06-15,45,63,0,http://bit.ly/2qpEKpE,2qpEKpE,Lister
2017-06-05,2017-06-15,10,62,0,http://bit.ly/2rCTwuf,2rCTwuf,Lister
2017-05-26,2017-06-15,20,57,1,http://bit.ly/2r1pWP1,2r1pWP1,Admin
2017-06-13,2017-06-15,2,57,22,http://bit.ly/2rmAr2J,2rmAr2J,Admin
2017-04-09,2017-06-15,67,57,0,http://bit.ly/2onBdKh,2onBdKh,Admin
2017-05-03,2017-06-15,43,56,0,http://bit.ly/2p9cqHc,2p9cqHc,Lister
2017-05-17,2017-06-15,29,52,0,http://bit.ly/2pIur3j,2pIur3j,Admin
2017-05-22,2017-06-15,24,52,0,http://bit.ly/2q0vfkr,2q0vfkr,Admin
2017-04-28,2017-06-15,48,50,0,http://bit.ly/2ptV76K,2ptV76K,Lister
2017-05-04,2017-06-15,42,50,0,http://bit.ly/2qIBR2F,2qIBR2F,Admin
2017-05-04,2017-06-15,42,48,0,http://bit.ly/2qwkm9p,2qwkm9p,Lister
2017-04-19,2017-06-15,57,47,0,http://bit.ly/2pRrKrV,2pRrKrV,Admin
2017-05-15,2017-06-15,31,44,0,http://bit.ly/2r9A7n6,2r9A7n6,Lister
2017-05-03,2017-06-15,43,43,0,http://bit.ly/2oYn9s8,2oYn9s8,Lister
2017-04-24,2017-06-15,52,43,0,http://bit.ly/2q7WzZF,2q7WzZF,Admin
2017-04-11,2017-06-15,65,41,0,http://bit.ly/2oUvsEK,2oUvsEK,Admin
2017-05-22,2017-06-15,24,39,0,http://bit.ly/2qPRCpM,2qPRCpM,Admin
2017-05-02,2017-06-15,44,38,0,http://bit.ly/2qoBldU,2qoBldU,Lister
2017-05-07,2017-06-15,39,38,0,http://bit.ly/2qG6HwK,2qG6HwK,Admin
2017-05-03,2017-06-15,43,38,0,http://bit.ly/2p6nbck,2p6nbck,Lister
2017-04-09,2017-06-15,67,37,0,http://bit.ly/2on37G4,2on37G4,Admin
2017-05-12,2017-06-15,34,37,0,http://bit.ly/2pseHRV,2pseHRV,Admin
2017-05-15,2017-06-15,31,35,0,http://bit.ly/2qoHNyZ,2qoHNyZ,Admin
2017-05-11,2017-06-15,35,34,0,http://bit.ly/2qw0iUV,2qw0iUV,Lister
2017-05-01,2017-06-15,45,33,0,http://bit.ly/2qlotFa,2qlotFa,Lister
2017-05-24,2017-06-15,22,31,1,http://bit.ly/2qWx5A8,2qWx5A8,Admin
2017-04-25,2017-06-15,51,30,0,http://bit.ly/2q2QtNH,2q2QtNH,Lister
2017-05-10,2017-06-15,36,29,0,http://bit.ly/2pwGZpE,2pwGZpE,Lister
2017-05-26,2017-06-15,20,29,0,http://bit.ly/2r49FZt,2r49FZt,Admin
2017-04-19,2017-06-15,57,27,0,http://bit.ly/2pDeKXI,2pDeKXI,Lister
2017-05-04,2017-06-15,42,27,0,http://bit.ly/2qEsUbJ,2qEsUbJ,Lister
2017-05-01,2017-06-15,45,26,0,http://bit.ly/2pPwQcj,2pPwQcj,Lister
2017-05-04,2017-06-15,42,26,0,http://bit.ly/2qvyTSX,2qvyTSX,Lister
2017-04-11,2017-06-15,65,26,0,http://bit.ly/2oVNqXB,2oVNqXB,Admin
2017-05-05,2017-06-15,41,25,0,http://bit.ly/2qJrmx2,2qJrmx2,Lister
2017-05-22,2017-06-15,24,24,0,http://bit.ly/2q3EwZ3,2q3EwZ3,Admin
2017-04-10,2017-06-15,66,24,0,http://bit.ly/2onNgXQ,2onNgXQ,Admin
2017-04-28,2017-06-15,48,24,0,http://bit.ly/2oQsw7N,2oQsw7N,Lister
2017-06-16,2017-06-15,-1,24,0,http://bit.ly/2shcVl2,2shcVl2,Admin
2017-05-02,2017-06-15,44,23,0,http://bit.ly/2qn1dGR,2qn1dGR,Lister
2017-04-29,2017-06-15,47,23,2,http://bit.ly/2qiYIm1,2qiYIm1,Lister
2017-05-26,2017-06-15,20,23,0,http://bit.ly/2r1Nvaf,2r1Nvaf,Admin
2017-05-18,2017-06-15,28,22,0,http://bit.ly/2pQbWKo,2pQbWKo,Admin
2017-05-04,2017-06-15,42,22,0,http://bit.ly/2pa7st4,2pa7st4,Lister
2017-05-17,2017-06-15,29,22,0,http://bit.ly/2pL7pZH,2pL7pZH,Admin
2017-05-17,2017-06-15,29,21,0,http://bit.ly/2pIrMqB,2pIrMqB,Admin
2017-04-19,2017-06-15,57,21,0,http://bit.ly/2pCXsNi,2pCXsNi,Lister
2017-05-11,2017-06-15,35,21,0,http://bit.ly/2potRIb,2potRIb,Lister
2017-05-10,2017-06-15,36,21,0,http://bit.ly/2qTdIud,2qTdIud,Admin
2017-05-02,2017-06-15,44,20,0,http://bit.ly/2pC6Car,2pC6Car,Admin
2017-05-05,2017-06-15,41,20,0,http://bit.ly/2qAXLbF,2qAXLbF,Lister
